address,property_status,sale_amount,sale_date,multi_lot_sale
"12 OZONE PDE, COTTESLOE",Non Strata,1660000,2002-05-03,Y
"14 OZONE PDE, COTTESLOE",Non Strata,1700000,2004-01-15,N
"20 MARGARET ST, COTTESLOE",Non Strata,2060000,2006-01-26,N
"16 MARGARET ST, COTTESLOE",Non Strata,1100000,2003-06-27,N
"14 MARGARET ST, COTTESLOE",Non Strata,1500000,2005-02-12,N
"10 MARGARET ST, COTTESLOE",Non Strata,923000,2001-03-17,N
"8 MARGARET ST, COTTESLOE",Non Strata,284000,1989-07-22,N
"6 MARGARET ST, COTTESLOE",Non Strata,1510000,2003-10-25,N
"176 LITTLE MARINE PDE, COTTESLOE",Non Strata,3750000,2020-09-06,N
"174 LITTLE MARINE PDE, COTTESLOE",Non Strata,2875000,2013-01-19,N
"7 MARGARET ST, COTTESLOE",Non Strata,2275000,2011-03-26,N
"5 MARGARET ST, COTTESLOE",Non Strata,440000,1992-09-28,N
"3 MARGARET ST, COTTESLOE",Non Strata,2350000,2010-12-15,N
"170 LITTLE MARINE PDE, COTTESLOE",Non Strata,3750000,2018-12-14,N
"1 MARGARET ST, COTTESLOE",Non Strata,3072000,2014-05-14,N
"10 GRANT ST, COTTESLOE",Non Strata,2950000,2009-01-28,N
"8 GRANT ST, COTTESLOE",Non Strata,4100000,2008-06-19,N
"2 MARGARET ST, COTTESLOE",Non Strata,5540000,2009-04-11,N
"16 GRANT ST, COTTESLOE",Non Strata,5750000,2017-04-29,N
"2 A OZONE PDE, COTTESLOE",Vacant,3420000,2018-10-16,N
"18 GRANT ST, COTTESLOE",Non Strata,1890000,2003-07-10,N
"4 OZONE PDE, COTTESLOE",Non Strata,10250000,2021-03-28,N
"10 OZONE PDE, COTTESLOE",Non Strata,6900000,2022-12-14,N
"8 OZONE PDE, COTTESLOE",Non Strata,4325000,2018-07-30,N
"6 OZONE PDE, COTTESLOE",Non Strata,4500000,2018-08-23,N
"197 BROOME ST, COTTESLOE",Non Strata,357500,1993-01-16,N
"199 BROOME ST, COTTESLOE",Non Strata,4450000,2022-05-31,N
"22 GRANT ST, COTTESLOE",Non Strata,5700000,2006-07-01,N
"193 BROOME ST, COTTESLOE",Non Strata,1167000,2000-08-15,N
"191 BROOME ST, COTTESLOE",Non Strata,7000000,2019-06-20,N
"192 BROOME ST, COTTESLOE",Non Strata,270000,1991-11-06,N
"3 BRIGHTON ST, COTTESLOE",Non Strata,2000000,2011-04-10,N
"1 BRIGHTON ST, COTTESLOE",Non Strata,4200000,2023-01-16,N
"30 GRANT ST, COTTESLOE",Non Strata,616666,2020-05-27,N
"5 BRIGHTON ST, COTTESLOE",Non Strata,945000,2004-03-29,N
"7 BRIGHTON ST, COTTESLOE",Non Strata,1850000,2014-06-09,N
"9 BRIGHTON ST, COTTESLOE",Non Strata,720000,2002-05-03,N
"11 BRIGHTON ST, COTTESLOE",Non Strata,2100000,2019-12-15,N
"15 BRIGHTON ST, COTTESLOE",Non Strata,1014000,2009-07-24,N
"13 BRIGHTON ST, COTTESLOE",Non Strata,215000,1988-10-17,N
"198 BROOME ST, COTTESLOE",Non Strata,430000,1994-01-18,N
"200 BROOME ST, COTTESLOE",Non Strata,4100000,2007-03-31,N
"202 BROOME ST, COTTESLOE",Non Strata,4050000,2020-09-21,N
"204 BROOME ST, COTTESLOE",Non Strata,1860000,2019-02-12,N
"208 F BROOME ST, COTTESLOE",Non Strata,1450000,2018-07-28,Y
"208 BROOME ST, COTTESLOE",Non Strata,1450000,2018-07-28,Y
"212 BROOME ST, COTTESLOE",Non Strata,2000000,2019-05-11,N
"23 BRIGHTON ST, COTTESLOE",Non Strata,196000,1992-01-16,N
"21 BRIGHTON ST, COTTESLOE",Non Strata,3000000,2021-02-26,N
"25 LYONS ST, COTTESLOE",Non Strata,2100000,2012-06-30,N
"23 LYONS ST, COTTESLOE",Non Strata,165000,1991-03-18,N
"20 BRIGHTON ST, COTTESLOE",Non Strata,2500000,2012-08-14,N
"21 LYONS ST, COTTESLOE",Non Strata,355000,1994-09-08,N
"22 BRIGHTON ST, COTTESLOE",Non Strata,2480000,2009-07-19,N
"17 LYONS ST, COTTESLOE",Non Strata,1348000,2009-04-25,N
"15 LYONS ST, COTTESLOE",Non Strata,1575000,2011-01-31,N
"13 LYONS ST, COTTESLOE",Non Strata,1610000,2004-11-02,N
"14 BRIGHTON ST, COTTESLOE",Non Strata,2500000,2008-03-01,N
"12 BRIGHTON ST, COTTESLOE",Non Strata,2900000,2012-06-22,N
"10 LYONS ST, COTTESLOE",Non Strata,3175000,2022-05-03,Y
"315 MARMION ST, COTTESLOE",Non Strata,595000,1993-08-06,Y
"12 LYONS ST, COTTESLOE",Non Strata,4850000,2021-11-10,Y
"12 LYONS ST, COTTESLOE",Non Strata,4850000,2021-11-10,Y
"317 MARMION ST, COTTESLOE",Non Strata,595000,1993-08-06,Y
"14 LYONS ST, COTTESLOE",Non Strata,410000,1998-04-28,N
"319 MARMION ST, COTTESLOE",Non Strata,1485000,2020-07-01,N
"321 MARMION ST, COTTESLOE",Non Strata,2355000,2015-08-04,N
"323 MARMION ST, COTTESLOE",Strata,3200000,2023-04-22,N
"16 LYONS ST, COTTESLOE",Non Strata,1280000,2016-06-30,N
"18 LYONS ST, COTTESLOE",Non Strata,4750000,2023-06-19,N
"325 MARMION ST, COTTESLOE",Strata,385000,1998-01-23,N
"327 MARMION ST, COTTESLOE",Strata,880000,2003-09-24,N
"24 LYONS ST, COTTESLOE",Non Strata,1350000,2013-10-13,N
"22 LYONS ST, COTTESLOE",Non Strata,310000,1995-01-19,N
"3 ACKLAND WAY, COTTESLOE",Non Strata,3275000,2017-09-11,N
"19 ANDREWS PL, COTTESLOE",Non Strata,3300000,2014-12-02,N
"9 ACKLAND WAY, COTTESLOE",Non Strata,279000,1990-08-30,N
"23 ANDREWS PL, COTTESLOE",Non Strata,1950000,2013-01-09,N
"5 ACKLAND WAY, COTTESLOE",Non Strata,2050000,2010-03-04,N
"8 ANDREWS PL, COTTESLOE",Non Strata,3305000,2021-02-11,N
"7 ACKLAND WAY, COTTESLOE",Non Strata,2100000,2014-11-16,N
"6 ANDREWS PL, COTTESLOE",Non Strata,2250000,2015-06-17,N
"326 MARMION ST, COTTESLOE",Non Strata,195000,1990-01-21,N
"324 MARMION ST, COTTESLOE",Non Strata,3445000,2023-08-30,N
"2 ANDREWS PL, COTTESLOE",Non Strata,5900000,2023-08-28,N
"17 ANDREWS PL, COTTESLOE",Non Strata,6825000,2020-01-24,N
"13 ANDREWS PL, COTTESLOE",Non Strata,1250000,2006-02-01,N
"64 GRANT ST, COTTESLOE",Non Strata,342500,1994-11-10,N
"68 GRANT ST, COTTESLOE",Non Strata,1768000,2010-08-16,N
"9 A ANDREWS PL, COTTESLOE",Strata,835000,2012-11-08,N
"9 ANDREWS PL, COTTESLOE",Strata,1115000,2012-11-08,N
"66 GRANT ST, COTTESLOE",Non Strata,1525000,2014-02-01,N
"62 GRANT ST, COTTESLOE",Non Strata,2430000,2022-03-05,N
"5 ANDREWS PL, COTTESLOE",Non Strata,900000,2004-04-17,N
"60 GRANT ST, COTTESLOE",Non Strata,1850000,2019-11-04,N
"3 ANDREWS PL, COTTESLOE",Non Strata,700000,2002-01-01,N
"56 GRANT ST, COTTESLOE",Non Strata,1625000,2017-03-09,N
"1 ANDREWS PL, COTTESLOE",Non Strata,555000,1998-10-05,N
"58 GRANT ST, COTTESLOE",Non Strata,1720000,2020-06-28,N
"52 GRANT ST, COTTESLOE",Non Strata,1375000,2005-04-08,N
"54 GRANT ST, COTTESLOE",Non Strata,1750000,2015-11-17,N
"50 GRANT ST, COTTESLOE",Non Strata,575000,2002-09-28,N
"10 LYONS ST, COTTESLOE",Non Strata,3175000,2022-05-03,Y
"313 MARMION ST, COTTESLOE",Non Strata,2350000,2023-02-04,N
"8 LYONS ST, COTTESLOE",Non Strata,430000,1995-11-18,N
"311 MARMION ST, COTTESLOE",Non Strata,2110000,2021-03-15,N
"309 MARMION ST, COTTESLOE",Non Strata,370000,1989-01-28,N
"4 LYONS ST, COTTESLOE",Non Strata,244000,1991-09-05,Y
"46 GRANT ST, COTTESLOE",Non Strata,740000,2003-06-08,N
"48 GRANT ST, COTTESLOE",Non Strata,800000,2002-10-07,N
"2 A LYONS ST, COTTESLOE",Non Strata,1850000,2020-07-06,N
"307 MARMION ST, COTTESLOE",Non Strata,1175000,2012-11-08,N
"4 LYONS ST, COTTESLOE",Non Strata,800000,2002-09-24,Y
"307 A MARMION ST, COTTESLOE",Non Strata,1230000,2012-10-28,N
"9 LYONS ST, COTTESLOE",Non Strata,1230000,2012-03-31,N
"10 BRIGHTON ST, COTTESLOE",Non Strata,1935000,2020-05-19,N
"8 BRIGHTON ST, COTTESLOE",Vacant,310000,1996-06-11,N
"5 LYONS ST, COTTESLOE",Non Strata,2040000,2016-11-19,N
"7 LYONS ST, COTTESLOE",Non Strata,872500,2004-06-22,N
"6 BRIGHTON ST, COTTESLOE",Non Strata,1850000,2018-07-04,N
"3 LYONS ST, COTTESLOE",Non Strata,2600000,2023-08-12,N
"4 BRIGHTON ST, COTTESLOE",Non Strata,2212500,2019-12-15,N
"34 GRANT ST, COTTESLOE",Non Strata,1870000,2013-06-02,N
"36 GRANT ST, COTTESLOE",Non Strata,2650000,2015-02-16,N
"2 LYONS ST, COTTESLOE",Non Strata,2000000,2013-09-16,N
"44 GRANT ST, COTTESLOE",Non Strata,2000000,2021-07-27,N
"42 GRANT ST, COTTESLOE",Non Strata,2120000,2021-03-17,N
"38 GRANT ST, COTTESLOE",Non Strata,2355000,2014-11-10,N
"40 GRANT ST, COTTESLOE",Non Strata,197000,1988-08-09,N
"39 GRANT ST, COTTESLOE",Non Strata,3633500,2020-08-06,N
"41 GRANT ST, COTTESLOE",Non Strata,3620000,2019-12-11,N
"43 GRANT ST, COTTESLOE",Non Strata,1684000,2005-10-29,N
"45 B GRANT ST, COTTESLOE",Strata,2225000,2018-10-30,N
"303-305 MARMION ST, COTTESLOE",Non Strata,3500000,2021-11-29,N
"301 MARMION ST, COTTESLOE",Non Strata,825000,2001-07-01,N
"297 MARMION ST, COTTESLOE",Non Strata,4375000,2021-11-06,N
"38 HAWKSTONE ST, COTTESLOE",Vacant,955000,2005-02-15,N
"40 HAWKSTONE ST, COTTESLOE",Non Strata,2966000,2020-07-02,N
"34 A HAWKSTONE ST, COTTESLOE",Strata,900000,2016-09-29,N
"34 HAWKSTONE ST, COTTESLOE",Strata,1760000,2017-04-08,N
"32 HAWKSTONE ST, COTTESLOE",Vacant,1385000,2017-01-19,N
"30 HAWKSTONE ST, COTTESLOE",Non Strata,660000,1998-12-14,N
"24 HAWKSTONE ST, COTTESLOE",Non Strata,3000000,2022-09-02,N
"28 HAWKSTONE ST, COTTESLOE",Vacant,330000,1996-09-04,N
"25 HAWKSTONE ST, COTTESLOE",Non Strata,2575000,2018-04-03,N
"27 HAWKSTONE ST, COTTESLOE",Non Strata,1016000,2003-11-29,N
"4 FLORENCE ST, COTTESLOE",Non Strata,3200000,2022-03-14,N
"14 CHAMBERLAIN ST, COTTESLOE",Non Strata,4350000,2021-03-10,N
"29 HAWKSTONE ST, COTTESLOE",Non Strata,3025000,2009-10-11,N
"6 FLORENCE ST, COTTESLOE",Non Strata,4350000,2008-10-03,N
"33 HAWKSTONE ST, COTTESLOE",Non Strata,3400000,2023-02-07,N
"8 A FLORENCE ST, COTTESLOE",Vacant,1350000,2019-06-10,N
"35 HAWKSTONE ST, COTTESLOE",Non Strata,3300000,2023-01-29,N
"12 FLORENCE ST, COTTESLOE",Non Strata,4625000,2021-03-05,N
"287 MARMION ST, COTTESLOE",Non Strata,2550000,2020-11-10,N
"14 FLORENCE ST, COTTESLOE",Non Strata,6950000,2022-03-05,N
"293 MARMION ST, COTTESLOE",Non Strata,3600000,2022-03-10,N
"291 MARMION ST, COTTESLOE",Non Strata,3300000,2022-11-27,N
"41 HAWKSTONE ST, COTTESLOE",Non Strata,3800000,2011-05-17,N
"286 MARMION ST, COTTESLOE",Non Strata,300000,1994-08-31,N
"290 MARMION ST, COTTESLOE",Non Strata,2850000,2016-05-04,N
"296 MARMION ST, COTTESLOE",Non Strata,1955500,2009-10-09,N
"292 MARMION ST, COTTESLOE",Non Strata,512000,1998-03-25,N
"294 MARMION ST, COTTESLOE",Non Strata,565000,2001-12-17,N
"45 HAWKSTONE ST, COTTESLOE",Non Strata,1265000,2009-05-20,N
"47 HAWKSTONE ST, COTTESLOE",Non Strata,400000,1998-07-29,N
"47 A HAWKSTONE ST, COTTESLOE",Non Strata,210000,1990-04-07,N
"49 HAWKSTONE ST, COTTESLOE",Non Strata,690000,2002-03-19,N
"18 FLORENCE ST, COTTESLOE",Non Strata,1650000,2009-11-20,N
"22 FLORENCE ST, COTTESLOE",Non Strata,1200000,2006-03-03,N
"24 FLORENCE ST, COTTESLOE",Non Strata,2150000,2009-11-21,N
"26 FLORENCE ST, COTTESLOE",Strata,2250000,2014-04-17,N
"26 FLORENCE ST, COTTESLOE",Non Strata,915000,2003-04-30,N
"28 FLORENCE ST, COTTESLOE",Vacant,702000,2005-06-08,N
"51 HAWKSTONE ST, COTTESLOE",Non Strata,2650000,2011-09-07,N
"53 HAWKSTONE ST, COTTESLOE",Non Strata,256000,1993-08-28,N
"57 HAWKSTONE ST, COTTESLOE",Non Strata,1380000,2009-10-15,N
"56 HAWKSTONE ST, COTTESLOE",Non Strata,398000,1999-03-16,Y
"54 HAWKSTONE ST, COTTESLOE",Non Strata,316000,1995-12-17,N
"50 HAWKSTONE ST, COTTESLOE",Non Strata,3000000,2021-03-05,N
"52 HAWKSTONE ST, COTTESLOE",Non Strata,1700000,2008-10-07,N
"48 HAWKSTONE ST, COTTESLOE",Non Strata,1015000,2004-08-26,N
"42 HAWKSTONE ST, COTTESLOE",Non Strata,184000,1991-11-23,N
"298 MARMION ST, COTTESLOE",Non Strata,3620000,2015-08-23,N
"302 MARMION ST, COTTESLOE",Non Strata,2190000,2008-04-02,N
"59 GRANT ST, COTTESLOE",Non Strata,1400000,2016-12-04,N
"55 GRANT ST, COTTESLOE",Non Strata,820000,2004-04-17,N
"61 GRANT ST, COTTESLOE",Non Strata,965000,2005-04-02,N
"61 A GRANT ST, COTTESLOE",Non Strata,2015000,2023-02-17,N
"63 GRANT ST, COTTESLOE",Non Strata,1250000,2005-11-17,N
"65 GRANT ST, COTTESLOE",Non Strata,2525000,2013-05-02,N
"67 GRANT ST, COTTESLOE",Non Strata,4200000,2022-09-09,N
"69 GRANT ST, COTTESLOE",Non Strata,2675000,2019-07-30,N
"71 GRANT ST, COTTESLOE",Non Strata,3180000,2021-02-24,N
"71 A GRANT ST, COTTESLOE",Vacant,1365000,2014-09-06,N
"73 GRANT ST, COTTESLOE",Non Strata,2000000,2022-09-05,N
"75 A GRANT ST, COTTESLOE",Non Strata,1385000,2016-06-11,N
"77 GRANT ST, COTTESLOE",Non Strata,585000,1996-09-19,N
"83 A GRANT ST, COTTESLOE",Non Strata,1875000,2015-05-20,Y
"91 GRANT ST, COTTESLOE",Non Strata,312500,1996-11-20,N
"87 GRANT ST, COTTESLOE",Non Strata,320000,1996-02-18,N
"89 GRANT ST, COTTESLOE",Non Strata,1650000,2020-09-10,N
"85 GRANT ST, COTTESLOE",Non Strata,635000,1999-02-17,N
"83 GRANT ST, COTTESLOE",Non Strata,1875000,2015-05-20,Y
"74 HAWKSTONE ST, COTTESLOE",Non Strata,2500000,2007-10-29,N
"68 HAWKSTONE ST, COTTESLOE",Non Strata,1500000,2015-02-23,N
"66 HAWKSTONE ST, COTTESLOE",Non Strata,2600000,2020-02-04,N
"64 HAWKSTONE ST, COTTESLOE",Non Strata,2900000,2023-05-01,N
"62 HAWKSTONE ST, COTTESLOE",Non Strata,1450000,2015-05-31,N
"60 HAWKSTONE ST, COTTESLOE",Non Strata,1400000,2012-06-07,N
"58 HAWKSTONE ST, COTTESLOE",Non Strata,1520000,2019-04-25,N
"59 HAWKSTONE ST, COTTESLOE",Non Strata,2630000,2023-03-31,N
"61 HAWKSTONE ST, COTTESLOE",Non Strata,2500000,2012-06-20,N
"63 HAWKSTONE ST, COTTESLOE",Non Strata,1150000,2006-10-19,N
"65 HAWKSTONE ST, COTTESLOE",Non Strata,514000,2001-07-22,N
"32 FLORENCE ST, COTTESLOE",Non Strata,1855000,2020-09-03,N
"34 FLORENCE ST, COTTESLOE",Non Strata,1900000,2017-01-30,N
"42 FLORENCE ST, COTTESLOE",Non Strata,1725000,2013-11-28,N
"67 HAWKSTONE ST, COTTESLOE",Non Strata,2850000,2022-03-05,N
"69 HAWKSTONE ST, COTTESLOE",Non Strata,2850000,2021-12-13,N
"71 HAWKSTONE ST, COTTESLOE",Non Strata,2350000,2022-10-05,N
"73 HAWKSTONE ST, COTTESLOE",Non Strata,750000,2005-01-03,N
"75 HAWKSTONE ST, COTTESLOE",Non Strata,315000,1995-07-31,N
"44 FLORENCE ST, COTTESLOE",Non Strata,1700000,2019-04-24,N
"46 FLORENCE ST, COTTESLOE",Non Strata,515000,2000-11-11,N
"50 FLORENCE ST, COTTESLOE",Non Strata,650000,2003-09-30,N
"52 FLORENCE ST, COTTESLOE",Non Strata,470000,2004-01-14,N
"79 HAWKSTONE ST, COTTESLOE",Non Strata,1225000,2005-11-29,N
"265 CURTIN AV, COTTESLOE",Non Strata,435500,2002-10-19,N
"81 HAWKSTONE ST, COTTESLOE",Non Strata,10500,2005-11-22,N
"269 CURTIN AV, COTTESLOE",Non Strata,600000,2003-09-18,N
"267 CURTIN AV, COTTESLOE",Non Strata,307500,1998-12-15,N
"4 BIRKBECK AV, COTTESLOE",Non Strata,2650000,2021-04-19,N
"78 HAWKSTONE ST, COTTESLOE",Non Strata,1305000,2010-08-09,N
"76 HAWKSTONE ST, COTTESLOE",Non Strata,1415000,2020-05-28,N
"82 HAWKSTONE ST, COTTESLOE",Strata,2250000,2021-10-18,N
"84 HAWKSTONE ST, COTTESLOE",Non Strata,1279000,2013-07-01,N
"80 HAWKSTONE ST, COTTESLOE",Strata,1500000,2016-03-02,N
"273 CURTIN AV, COTTESLOE",Non Strata,1870000,2021-11-20,N
"275 CURTIN AV, COTTESLOE",Non Strata,1287000,2018-08-07,N
"277 CURTIN AV, COTTESLOE",Non Strata,1335000,2022-07-31,N
"93 A GRANT ST, COTTESLOE",Non Strata,1695000,2011-05-29,N
"93 GRANT ST, COTTESLOE",Non Strata,2762500,2021-09-24,N
"95 GRANT ST, COTTESLOE",Non Strata,1400000,2019-12-08,N
"279 CURTIN AV, COTTESLOE",Non Strata,1110000,2019-04-24,N
"2 ELIZABETH ST, COTTESLOE",Non Strata,1725000,2009-06-27,N
"5 ELIZABETH ST, COTTESLOE",Non Strata,1461000,2017-11-15,N
"6 GRIVER ST, COTTESLOE",Non Strata,3800000,2021-07-01,N
"3 ELIZABETH ST, COTTESLOE",Non Strata,1270000,2015-04-20,N
"92 GRANT ST, COTTESLOE",Non Strata,1685000,2021-07-16,N
"96 GRANT ST, COTTESLOE",Non Strata,170000,1992-03-29,N
"94 GRANT ST, COTTESLOE",Non Strata,2181000,2021-09-25,N
"98 B GRANT ST, COTTESLOE",Strata,412500,2017-08-15,N
"88 GRANT ST, COTTESLOE",Non Strata,575000,1999-01-29,N
"78 GRANT ST, COTTESLOE",Non Strata,2940000,2021-12-13,N
"72 GRANT ST, COTTESLOE",Non Strata,1600000,2014-07-05,N
"76 GRANT ST, COTTESLOE",Non Strata,1825000,2013-04-07,N
"74 GRANT ST, COTTESLOE",Non Strata,192500,1992-11-25,N
"7 KATHLEEN ST, COTTESLOE",Non Strata,1170000,2009-06-14,N
"5 GRIVER ST, COTTESLOE",Non Strata,700000,2003-07-05,N
"8 KATHLEEN ST, COTTESLOE",Non Strata,725000,2004-03-01,N
"6 KATHLEEN ST, COTTESLOE",Non Strata,260000,1995-12-23,N
"84 GRANT ST, COTTESLOE",Non Strata,295000,1996-12-08,N
"86 A GRANT ST, COTTESLOE",Non Strata,1890000,2021-06-03,N
"1 GRIVER ST, COTTESLOE",Vacant,175500,1989-09-11,N
"2 KATHLEEN ST, COTTESLOE",Non Strata,1890000,2010-02-22,N
"4 KATHLEEN ST, COTTESLOE",Vacant,165000,1991-03-19,N
"82 GRANT ST, COTTESLOE",Non Strata,1465000,2011-10-21,N
"86 GRANT ST, COTTESLOE",Non Strata,1870000,2014-07-17,N
"3 GRIVER ST, COTTESLOE",Non Strata,2700000,2019-11-24,N
"2 GRIVER ST, COTTESLOE",Strata,2000000,2015-04-29,N
"2 A GRIVER ST, COTTESLOE",Strata,1895000,2006-06-06,N
"10 KATHLEEN ST, COTTESLOE",Non Strata,1430000,2019-04-13,N
"7 GRIVER ST, COTTESLOE",Non Strata,2100000,2013-12-08,N
"12 KATHLEEN ST, COTTESLOE",Non Strata,265000,1994-01-17,N
"9 KATHLEEN ST, COTTESLOE",Non Strata,285000,1993-12-18,N
"11 KATHLEEN ST, COTTESLOE",Non Strata,390000,1997-11-15,N
"16 KATHLEEN ST, COTTESLOE",Non Strata,1335000,2017-07-18,N
"14 KATHLEEN ST, COTTESLOE",Vacant,290000,1994-11-05,N
"11 GRIVER ST, COTTESLOE",Non Strata,2350000,2018-07-05,N
"13 GRIVER ST, COTTESLOE",Non Strata,155000,1990-09-17,N
"17 KATHLEEN ST, COTTESLOE",Non Strata,2040000,2022-02-19,N
"19 KATHLEEN ST, COTTESLOE",Non Strata,305200,1994-01-22,N
"21 KATHLEEN ST, COTTESLOE",Non Strata,1550000,2010-08-06,N
"23 KATHLEEN ST, COTTESLOE",Non Strata,850000,2011-09-24,N
"27 KATHLEEN ST, COTTESLOE",Non Strata,800000,2005-07-04,N
"25 KATHLEEN ST, COTTESLOE",Non Strata,861000,2005-06-28,N
"24 KATHLEEN ST, COTTESLOE",Non Strata,2212500,2020-03-09,N
"20 KATHLEEN ST, COTTESLOE",Non Strata,183000,1991-05-22,N
"17 GRIVER ST, COTTESLOE",Vacant,1550000,2018-08-17,N
"18 KATHLEEN ST, COTTESLOE",Non Strata,1300000,2016-10-22,N
"22 KATHLEEN ST, COTTESLOE",Non Strata,640000,2003-06-22,N
"15 GRIVER ST, COTTESLOE",Non Strata,1700000,2014-02-20,N
"19 ELIZABETH ST, COTTESLOE",Non Strata,1450000,2007-07-11,N
"21 ELIZABETH ST, COTTESLOE",Non Strata,645000,2001-07-25,N
"18 GRIVER ST, COTTESLOE",Non Strata,830000,2003-05-29,N
"8 GRIVER ST, COTTESLOE",Non Strata,646000,2001-06-24,N
"7 ELIZABETH ST, COTTESLOE",Non Strata,1475000,2016-05-09,N
"10 GRIVER ST, COTTESLOE",Non Strata,1999000,2010-02-26,N
"9 ELIZABETH ST, COTTESLOE",Non Strata,1410000,2013-03-20,N
"11 ELIZABETH ST, COTTESLOE",Non Strata,1460000,2016-06-13,N
"14 GRIVER ST, COTTESLOE",Non Strata,495000,1998-07-31,N
"12 GRIVER ST, COTTESLOE",Non Strata,2000000,2017-11-17,N
"2/4 ELIZABETH ST, COTTESLOE",Strata,1490000,2006-11-05,Y
"1/4 ELIZABETH ST, COTTESLOE",Strata,1490000,2006-11-05,Y
"6 ELIZABETH ST, COTTESLOE",Non Strata,1269000,2014-03-20,N
"8 ELIZABETH ST, COTTESLOE",Non Strata,1200000,2019-02-25,N
"12 ELIZABETH ST, COTTESLOE",Non Strata,20,2019-01-30,N
"283 CURTIN AV, COTTESLOE",Non Strata,885000,2008-01-24,N
"14 ELIZABETH ST, COTTESLOE",Non Strata,1610000,2020-01-17,N
"289 CURTIN AV, COTTESLOE",Non Strata,295000,2001-06-01,N
"287 CURTIN AV, COTTESLOE",Non Strata,940000,2019-05-29,N
"106 RAILWAY ST, COTTESLOE",Non Strata,2165000,2023-04-07,N
"108 RAILWAY ST, COTTESLOE",Non Strata,2165000,2021-05-15,N
"106 A GRANT ST, COTTESLOE",Non Strata,660000,1999-01-07,Y
"104 GRANT ST, COTTESLOE",Non Strata,485000,1997-09-20,Y
"1 WILLIAM ST, COTTESLOE",Vacant,1200000,2011-02-13,N
"106 GRANT ST, COTTESLOE",Non Strata,660000,1999-01-07,Y
"110 GRANT ST, COTTESLOE",Non Strata,24500,1991-04-20,N
"98 RAILWAY ST, COTTESLOE",Vacant,1800000,2020-09-11,N
"39 MANN ST, COTTESLOE",Non Strata,1620000,2007-08-30,N
"41 MANN ST, COTTESLOE",Non Strata,1300000,2019-12-11,N
"4 WILLIAM ST, COTTESLOE",Non Strata,2850000,2022-04-16,N
"6 WILLIAM ST, COTTESLOE",Non Strata,2150000,2012-05-19,N
"8 WILLIAM ST, COTTESLOE",Non Strata,2150000,2018-05-03,N
"114 GRANT ST, COTTESLOE",Non Strata,3340000,2022-02-25,N
"112 GRANT ST, COTTESLOE",Non Strata,950000,2005-03-18,N
"3 WILLIAM ST, COTTESLOE",Non Strata,1355000,2020-02-19,N
"116 GRANT ST, COTTESLOE",Non Strata,1230000,2004-03-23,N
"28 WILLIAM ST, COTTESLOE",Vacant,560000,2002-05-18,N
"25 CONGDON ST, COTTESLOE",Non Strata,2210000,2014-11-18,Y
"22 WILLIAM ST, COTTESLOE",Non Strata,3200000,2012-05-28,N
"23 CONGDON ST, COTTESLOE",Non Strata,1760000,2011-10-05,Y
"25 CONGDON ST, COTTESLOE",Non Strata,2210000,2014-11-18,Y
"23 CONGDON ST, COTTESLOE",Non Strata,1760000,2011-10-05,Y
"27 CONGDON ST, COTTESLOE",Non Strata,3200000,2016-11-12,N
"13 MELVILLE ST, COTTESLOE",Non Strata,1950000,2019-08-25,N
"11 MELVILLE ST, COTTESLOE",Non Strata,1502101,2020-06-05,N
"7 MELVILLE ST, COTTESLOE",Non Strata,1800000,2016-07-19,N
"16 WILLIAM ST, COTTESLOE",Non Strata,3380000,2023-08-29,N
"14 WILLIAM ST, COTTESLOE",Non Strata,950000,2003-12-24,Y
"5 MELVILLE ST, COTTESLOE",Non Strata,1350000,2019-05-18,N
"1 MELVILLE ST, COTTESLOE",Non Strata,1775000,2020-09-13,N
"3 MELVILLE ST, COTTESLOE",Non Strata,350000,1996-02-23,N
"14 WILLIAM ST, COTTESLOE",Non Strata,950000,2003-12-24,Y
"1 SEA VIEW TCE, COTTESLOE",Non Strata,436000,1994-10-17,N
"1 A MELVILLE ST, COTTESLOE",Non Strata,175000,1989-04-06,N
"34 MANN ST, COTTESLOE",Strata,1600000,2021-05-19,N
"112 RAILWAY ST, COTTESLOE",Non Strata,1550000,2018-05-05,N
"114 RAILWAY ST, COTTESLOE",Non Strata,1100000,2008-01-15,N
"3 SEA VIEW TCE, COTTESLOE",Non Strata,1650000,2015-07-13,N
"116 RAILWAY ST, COTTESLOE",Non Strata,1300000,2007-10-02,N
"5 SEA VIEW TCE, COTTESLOE",Non Strata,1645000,2014-11-29,N
"2 SEA VIEW TCE, COTTESLOE",Non Strata,2010000,2016-11-17,N
"29 CONGDON ST, COTTESLOE",Non Strata,925000,2003-04-05,N
"4 SEA VIEW TCE, COTTESLOE",Non Strata,3350000,2020-08-31,N
"31 CONGDON ST, COTTESLOE",Non Strata,390000,1996-02-24,N
"33 CONGDON ST, COTTESLOE",Non Strata,635000,2001-01-23,N
"443 STIRLING HWY, COTTESLOE",Non Strata,3700000,2021-01-07,N
"11 CLIVE RD, COTTESLOE",Strata,1440000,2022-10-21,N
"9 CLIVE RD, COTTESLOE",Strata,1150000,2011-10-04,N
"7 CLIVE RD, COTTESLOE",Strata,1150000,2010-07-01,N
"5 CLIVE RD, COTTESLOE",Strata,1015000,2019-07-28,N
"22 MCNAMARA WAY, COTTESLOE",Strata,1540000,2022-11-25,N
"20 MCNAMARA WAY, COTTESLOE",Strata,1031000,2017-12-15,N
